15,400,1,0,3.949595625,1.46E-07,1.09E-08,8,2,1,0.021505376
15,400,2,0,4.624894417,2.84E-07,2.24E-08,1,1,1,0.010752688
15,400,3,0,3.4105105,2.54E-08,1.95E-09,3,1,1,0.010752688
15,400,4,0,2.495511125,6.22E-05,4.95E-06,2,1,1,0.010752688
15,400,5,0,3.534598417,1.31E-07,9.95E-09,0,0,1,0
15,400,6,0,3.674526375,1.65E-07,1.28E-08,2,0,1,0
15,400,7,0,5.7357325,1.31E-07,1.01E-08,0,0,1,0
15,400,8,0,2.364016666,0.001221576,9.04E-05,0,0,1,0
15,400,9,0,3.012121083,5.11E-07,4.08E-08,2,1,1,0.010752688
15,400,10,0,4.250175916,2.88E-06,2.14E-07,2,0,1,0
15,400,11,0,2.643427125,3.62E-06,2.89E-07,0,0,1,0
15,400,12,0,3.773654,2.35E-06,1.80E-07,4,2,1,0.021505376
15,400,13,0,4.437883917,5.59E-08,4.32E-09,12,3,1,0.032258065
15,400,14,0,5.626030334,5.59E-08,4.19E-09,0,0,1,0
15,400,15,0,3.771794583,2.15E-06,1.62E-07,3,2,1,0.021505376
15,400,16,0,4.997962625,6.35E-08,4.89E-09,0,0,1,0
15,400,17,0,3.795733708,1.90E-07,1.51E-08,3,2,1,0.021505376
15,400,18,0,3.059962125,0,0,2,1,1,0.010752688
15,400,19,0,3.996516708,2.61E-05,2.07E-06,0,0,1,0
15,400,20,0,5.295896,1.92E-07,1.52E-08,1,1,1,0.010752688
15,400,21,0,4.230784875,2.89E-07,2.27E-08,0,0,1,0
15,400,22,0,3.790243083,0.001223103,9.42E-05,2,1,1,0.010752688
15,400,23,0,6.062018667,3.64E-08,2.86E-09,3,2,1,0.021505376
15,400,24,0,2.3059275,2.06E-06,1.59E-07,2,1,1,0.010752688
15,400,25,0,3.615376542,1.23E-05,9.58E-07,1,1,1,0.010752688
15,400,26,0,4.875939375,0.00060407,4.70E-05,3,1,1,0.010752688
15,400,27,0,3.355368,1.48E-07,1.11E-08,1,1,1,0.010752688
15,400,28,0,4.206045375,9.77E-08,7.93E-09,5,0,1,0
15,400,29,0,4.7844125,2.76E-07,2.10E-08,9,4,1,0.043010753
15,400,30,0,3.658421334,1.20E-07,9.29E-09,2,1,1,0.010752688
20,400,1,0,20.57039354,0,0,0,0,1,0
20,400,2,0,21.73539667,0,0,0,0,1,0
20,400,3,0,32.2863645,0,0,0,0,1,0
20,400,4,0,80.52839838,0,0,2,1,1,0.005747126
20,400,5,0,51.45998071,0.000313292,1.77E-05,0,0,1,0
20,400,6,0,24.6857145,1.67E-05,9.58E-07,0,0,1,0
20,400,7,0,81.76836671,3.55E-15,0,2,1,1,0.005747126
20,400,8,0,174.5135526,0,0,2,1,1,0.005747126
20,400,9,0,19.68075017,0.000356499,2.09E-05,0,0,1,0
20,400,10,0,60.27562467,3.23E-05,1.81E-06,6,3,1,0.017241379
20,400,11,0,80.555284,0,0,0,0,1,0
20,400,12,0,22.61464825,0,0,3,2,1,0.011494253
20,400,13,0,73.53089067,7.39E-08,4.26E-09,2,1,1,0.005747126
20,400,14,0,32.22964263,2.13E-07,1.19E-08,2,1,1,0.005747126
20,400,15,0,38.86990313,0,0,2,1,1,0.005747126
20,400,16,0,89.79154808,1.71E-05,9.79E-07,3,1,1,0.005747126
20,400,17,0,129.3487565,0,0,3,2,1,0.011494253
20,400,18,0,13.65748087,0,0,2,1,1,0.005747126
20,400,19,0,73.79920788,0,0,5,2,1,0.011494253
20,400,20,0,51.91758517,1.19E-05,7.03E-07,4,2,1,0.011494253
20,400,21,0,74.00706904,0,0,0,0,1,0
20,400,22,0,100.7849472,0.000363495,2.07E-05,6,3,1,0.017241379
20,400,23,0,15.104513,4.43E-07,2.61E-08,4,2,1,0.011494253
20,400,24,0,130.3468705,0,0,1,1,1,0.005747126
20,400,25,0,36.58948162,2.96E-05,1.70E-06,0,0,1,0
20,400,26,0,99.67164267,0,0,2,1,1,0.005747126
20,400,27,0,13.3426855,1.80E-05,1.01E-06,0,0,1,0
20,400,28,0,87.02597071,-3.55E-15,0,5,2,1,0.011494253
20,400,29,0,44.57239775,0,0,5,2,1,0.011494253
20,400,30,0,19.86455046,0.000315514,1.82E-05,6,3,1,0.017241379
25,400,1,0,340.8762895,0.00150747,6.86E-05,2,1,1,0.003558719
25,400,2,0,1249.987202,0.838666535,0.039305851,0,0,1,0
25,400,3,0,363.1830986,0.001563635,7.28E-05,2,1,1,0.003558719
25,400,4,0,566.2310587,0.000298461,1.41E-05,0,0,1,0
25,400,5,0,956.6347975,0.001515622,6.90E-05,12,4,1,0.014234875
25,400,6,0,1250.065012,0.507443913,0.023565748,2,1,1,0.003558719
25,400,7,0,457.4507523,1.69E-07,7.81E-09,2,1,1,0.003558719
25,400,8,0,1250.011521,0.365342143,0.016623486,6,2,1,0.007117438
25,400,9,0,269.3505492,0.000787047,3.75E-05,0,0,1,0
25,400,10,0,372.9049009,0.00132095,6.11E-05,8,2,1,0.007117438
25,400,11,0,1040.32616,3.44E-07,1.63E-08,2,1,1,0.003558719
25,400,12,0,560.9794112,0.001493072,6.98E-05,2,1,1,0.003558719
25,400,13,0,1250.00309,0.56136205,0.026311834,2,1,1,0.003558719
25,400,14,0,1249.967566,0.61056741,0.027862792,2,1,1,0.003558719
25,400,15,0,1249.991819,0.854811071,0.039072803,2,1,1,0.003558719
25,400,16,0,129.287006,0.001272114,6.01E-05,3,1,1,0.003558719
25,400,17,0,510.0285932,0.001638409,7.77E-05,4,1,1,0.003558719
25,400,18,0,554.7653179,0.000293407,1.39E-05,2,1,1,0.003558719
25,400,19,0,609.3744502,7.40E-07,3.53E-08,2,0,1,0
25,400,20,0,209.4928403,0.000623244,2.98E-05,2,1,1,0.003558719
25,400,21,0,799.8659962,0.001752556,8.24E-05,2,1,1,0.003558719
25,400,22,0,1250.017379,0.630583002,0.029132398,2,0,1,0
25,400,23,0,1250.0147,0.765525961,0.036425591,2,1,1,0.003558719
25,400,24,0,237.1511469,0.000359558,1.70E-05,0,0,1,0
25,400,25,0,1250.037172,0.360902583,0.016894553,0,0,1,0
25,400,26,0,1249.956363,0.772109182,0.03660261,2,1,1,0.003558719
25,400,27,0,408.3111218,0.001943928,8.94E-05,2,1,1,0.003558719
25,400,28,0,780.4767571,0.000640536,3.13E-05,4,2,1,0.007117438
25,400,29,0,1250.002038,1.063544726,0.048823692,0,0,1,0
25,400,30,0,1250.003785,0.211420681,0.010003027,5,2,1,0.007117438
30,400,1,0,1500.005763,2.828565035,0.102503518,5,1,1,0.00243309
30,400,2,0,1038.853093,0.00194528,7.11E-05,7,2,1,0.00486618
30,400,3,0,1500.009583,1.459155303,0.053472432,0,0,1,0
30,400,4,0,1500.155713,1.347557735,0.049740673,0,0,1,0
30,400,5,0,1500.035439,1.295803831,0.046720356,0,0,1,0
30,400,6,0,1500.039838,0.399507404,0.014699086,0,0,1,0
30,400,7,0,1500.027382,1.999728284,0.072733819,0,0,1,0
30,400,8,0,1500.000921,2.860277772,0.103046015,0,0,1,0
30,400,9,0,1499.962414,1.582068709,0.059181345,4,1,1,0.00243309
30,400,10,0,1499.986382,1.202827604,0.043592629,7,2,1,0.00486618
30,400,11,0,1500.114356,1.857017648,0.069920121,3,1,1,0.00243309
30,400,12,0,1500.227428,2.901978522,0.106325465,0,0,1,0
