15,400,1,early,2.28513925,0.354622308,0.026379584,6,1,1,0.010752688
15,400,2,early,1.685159875,0.354995054,0.027948353,6,2,1,0.021505376
15,400,3,early,2.351617,0.336747092,0.025915541,3,1,1,0.010752688
15,400,4,early,1.1778345,0.353929268,0.028008346,17,5,1,0.053763441
15,400,5,early,1.575710666,0.338089371,0.025584657,4,1,1,0.010752688
15,400,6,early,2.719218209,0.352567394,0.027363581,7,3,1,0.032258065
15,400,7,early,2.882063125,0.338316426,0.026181826,0,0,1,0
15,400,8,early,1.277765875,0.265284274,0.019621421,6,2,1,0.021505376
15,400,9,early,2.047064667,0.34715864,0.027667047,4,1,1,0.010752688
15,400,10,early,2.374396375,0.353748438,0.026212792,2,0,1,0
15,400,11,early,2.125244875,0.275854196,0.021981192,11,3,1,0.032258065
15,400,12,early,2.354108833,0.345819732,0.026469443,8,3,1,0.032258065
15,400,13,early,2.951139208,0.343769936,0.026550909,4,1,1,0.010752688
15,400,14,early,2.646862709,0.353908942,0.026486541,0,0,1,0
15,400,15,early,2.22102575,0.35153791,0.026472229,4,2,1,0.021505376
15,400,16,early,3.581792875,0.354067599,0.027257308,0,0,1,0
15,400,17,early,3.055451584,0.347999373,0.027660232,11,4,1,0.043010753
15,400,18,early,2.213361125,0.345785833,0.027112623,2,1,1,0.010752688
15,400,19,early,1.922878667,0.351009352,0.027895757,2,1,1,0.010752688
15,400,20,early,2.572965625,0.352185909,0.027766277,4,1,1,0.010752688
15,400,21,early,1.986452667,0.350990828,0.027582686,0,0,1,0
15,400,22,early,2.282060833,0.348932071,0.026868622,0,0,1,0
15,400,23,early,3.318195792,0.34954943,0.027485523,4,2,1,0.021505376
15,400,24,early,1.449901334,0.327291008,0.025288343,2,1,1,0.010752688
15,400,25,early,1.568238583,0.349025667,0.027100542,4,1,1,0.010752688
15,400,26,early,2.9596985,0.335389924,0.026056394,6,2,1,0.021505376
15,400,27,early,2.385009,0.326465216,0.024396015,6,2,1,0.021505376
15,400,28,early,1.997454208,0.313138611,0.025379693,2,0,1,0
15,400,29,early,2.537012166,0.341255351,0.025887524,4,2,1,0.021505376
15,400,30,early,2.467481917,0.341703813,0.02650554,0,0,1,0
20,400,1,early,12.80673767,0.710847764,0.039283036,0,0,1,0
20,400,2,early,11.51260025,0.708131321,0.041089303,0,0,1,0
