1,2
1,3
1,4
2,3
2,4
3,4
4,7
5,6
5,8
6,8
7,8
7,11
7,12
7,13
7,20
7,22
7,39
8,11
9,10
9,12
10,12
11,12
11,13
12,13
13,14
13,16
13,20
13,22
13,39
14,16
15,16
15,18
15,19
15,20
15,22
16,19
16,20
16,54
17,21
18,19
18,22
19,22
20,22
20,39
21,23
21,24
21,25
21,26
21,28
21,29
21,30
21,31
21,32
21,33
21,34
21,35
21,37
21,38
21,48
21,52
22,39
27,30
27,42
30,42
35,36
35,40
35,46
36,40
36,46
39,41
39,43
39,47
40,46
41,47
42,43
42,49
43,49
44,45
44,50
45,50
46,47
46,51
47,51
48,49
48,50
48,51
48,53
49,50
49,51
49,53
50,51
50,53
51,53
52,53
52,55
53,55
54,55
54,56
55,56
